**********************
PowerShell transcript start
Start time: 20260307115835
Username: MITCH-GAMING\David
RunAs User: MITCH-GAMING\David
Configuration Name: 
Machine: MITCH-GAMING (Microsoft Windows NT 10.0.26200.0)
Host Application: C:\Program Files\WindowsApps\Microsoft.PowerShell_7.5.4.0_x64__8wekyb3d8bbwe\pwsh.dll
Process ID: 22216
PSVersion: 7.5.4
PSEdition: Core
GitCommitId: 7.5.4
OS: Microsoft Windows 10.0.26200
Platform: Win32NT
PSCompatibleVersions: 1.0, 2.0, 3.0, 4.0, 5.0, 5.1, 6.0, 7.0
PSRemotingProtocolVersion: 2.3
SerializationVersion: 1.1.0.1
WSManStackVersion: 3.0
**********************
Transcript started, output file is C:\Users\David\Documents\PowerShell_transcript.MITCH-GAMING.x1ai7r+b.20260307115835.txt
PS C:\Users\David> Get-Process ?
PS C:\Users\David> Get-Process /?
PS C:\Users\David> Get-Process -Name
>> TerminatingError(Get-Process): "Missing an argument for parameter 'Name'. Specify a parameter of type 'System.String[]' and try again."
Get-Process: Missing an argument for parameter 'Name'. Specify a parameter of type 'System.String[]' and try again.
Get-Process: Missing an argument for parameter 'Name'. Specify a parameter of type 'System.String[]' and try again.
PS C:\Users\David> Get-Help Get-Process

NAME
    Get-Process

SYNOPSIS
    Gets the processes that are running on the local computer.


SYNTAX
    Get-Process [-FileVersionInfo <System.Management.Automation.SwitchParameter>] [-Module
    <System.Management.Automation.SwitchParameter>] [[-Name] <System.String[]>] [<CommonParameters>]

    Get-Process -IncludeUserName <System.Management.Automation.SwitchParameter> [[-Name] <System.String[]>] [<CommonParameters>]

    Get-Process [-FileVersionInfo <System.Management.Automation.SwitchParameter>] -Id <System.Int32[]> [-Module
    <System.Management.Automation.SwitchParameter>] [<CommonParameters>]

    Get-Process -Id <System.Int32[]> -IncludeUserName <System.Management.Automation.SwitchParameter> [<CommonParameters>]

    Get-Process [-FileVersionInfo <System.Management.Automation.SwitchParameter>] -InputObject <System.Diagnostics.Process[]> [-Module
    <System.Management.Automation.SwitchParameter>] [<CommonParameters>]

    Get-Process -IncludeUserName <System.Management.Automation.SwitchParameter> -InputObject <System.Diagnostics.Process[]>
    [<CommonParameters>]


DESCRIPTION
    The `Get-Process` cmdlet gets the processes on a local computer.

    Without parameters, this cmdlet gets all processes on the local computer. You can also specify a specific process by process name
    or process ID (PID), or by piping a **System.Diagnostics.Process** object to this cmdlet.

    By default, this cmdlet returns a **Process** object that has detailed information about the process and supports methods that let
    you control it. With parameters, you can change the type of information returned by this cmdlet.

    - **Module**: Retrieve information for each module loaded into the process. - **FileVersionInfo**: Retrieve file version
    information for the main module of the process.

    > [!NOTE] > A module is an executable file or a dynamic link library (DLL) loaded into a process. A process > has one or more
    modules. The main module is the module used to initially start the process. For > more information, see [ProcessModule
    Class](/dotnet/api/system.diagnostics.processmodule).


RELATED LINKS
    Online Version
    https://learn.microsoft.com/powershell/module/microsoft.powershell.management/get-process?view=powershell-7.5&WT.mc_id=ps-gethelp
    Debug-Process Debug-Process.md
    Get-Process Get-Process.md
    Start-Process Start-Process.md
    Stop-Process Stop-Process.md
    Wait-Process Wait-Process.md
    Where-Object ../Microsoft.PowerShell.Core/Where-Object.md

REMARKS
    To see the examples, type: "Get-Help Get-Process -Examples"
    For more information, type: "Get-Help Get-Process -Detailed"
     26   125.11     156.16       2.69   29788   1 chrome
      6     1.24       5.20       0.02    3996   1 chrome-native-host
     34   158.05     142.39      17.75   13924   1 claude
     22    27.52      83.68       0.19   18968   1 claude
     35   222.47     303.29      49.22   22984   1 claude
     20    17.81      67.24       3.22   25888   1 claude
     50   135.67     173.54      15.34   28576   1 claude
     12    10.86      32.79       0.02   29124   1 claude
     23    31.52      86.81       0.14   29292   1 claude
      5     1.90       4.76       0.00    7496   1 cmd
      5     1.90       4.78       0.00   16208   1 cmd
     29    82.51     111.96       1.83    2640   1 Code
     66   117.49     160.82      23.02    4184   1 Code
     36   175.06     129.23      21.00    6076   1 Code
     20    13.82      49.06       0.56   21208   1 Code
     12    10.39      32.16       0.05   23584   1 Code
     46   348.50     384.93       9.28   23688   1 Code
     36    98.07     130.16       5.20   25132   1 Code
     46   231.34     294.66      66.86   26732   1 Code
     29    82.41     114.18       2.48   29268   1 Code
     12     7.20      13.27       0.08   22936   1 CodeSetup-stable-0870c2a0c7c0564e7631bfed2675573a94ba4455
     25    26.21      48.04      15.20   25020   1 CodeSetup-stable-0870c2a0c7c0564e7631bfed2675573a94ba4455.tmp
      8     1.25       7.16       0.03   12148   1 conhost
      9     1.35       7.81       0.38   22272   0 conhost
     11     1.56       9.71       0.06   23964   1 conhost
     10     1.43       8.34       0.30   25860   1 conhost
     11     1.58       9.74       0.00   26440   1 conhost
     34    36.92      62.65     255.12    5320   0 CorsairCpuIdService
     14     2.79      14.98      63.83    4600   0 CorsairDeviceControlService
     17    29.60      30.65      26.28    6696   0 cowork-svc
     10     1.68       8.92       0.00   11136   1 crashpad_handler
      9     1.48       7.58       0.00   11548   0 crashpad_handler
      9     1.48       7.59       0.00   12996   0 crashpad_handler
      9     1.48       7.62       0.02   18244   0 crashpad_handler
     31    58.52      68.75       0.86   12584   1 CrossDeviceResume
    107    45.20     141.68      14.09   16300   1 CrossDeviceService
     25    42.65     118.62       0.30    4964   1 CrosshairX
     21    16.23      75.33       0.41   12384   1 CrosshairX
     27   141.47     222.36       6.94   14660   1 CrosshairX
     13    11.35      41.45       0.02   16104   1 CrosshairX
     51   140.93     191.04      68.72   18508   1 CrosshairX
     32   124.12     109.74       2.83   20836   1 CrosshairX
     17    12.20      79.85       0.33   21440   1 CrosshairX
     34     3.05       8.51       3.14     852   0 csrss
     47     3.85       8.56      20.72    1048   1 csrss
     22     7.69      36.56       4.66    5816   1 ctfmon
     21     5.41      20.97       0.28    5512   0 dasHost
     11     2.11      12.20       0.06    6636   0 dasHost
     16    11.35      87.65       0.19    7680   1 Discord
     40   185.11     167.23       3.97    7840   1 Discord
     20    16.23      58.73       2.08    9488   1 Discord
     13    10.64      35.99       0.06   11320   1 Discord
     50   121.54     164.83       9.78   13068   1 Discord
    100   368.74     438.47      48.66   22420   1 Discord
     18     3.50      15.28       0.06    4528   0 dllhost
     13     6.03      17.72       0.06    7400   0 dllhost
     10     1.98      16.17       0.06   18312   1 dllhost
     12     2.90      20.64       0.08   19932   1 dllhost
     10     1.94      15.99       0.02   23712   1 dllhost
     11     2.32      17.50       0.08   24488   1 dllhost
     11     2.09      13.32       0.03   29736   1 dllhost
     11     4.11      14.38       0.16    4416   0 DtsHPXV2Apo4Service
     82   335.44     132.62     186.09    1708   1 dwm
     29   136.53     143.29       8.50   22196   1 esrv
     37   227.95     228.09      43.89   11680   0 esrv_svc
    164   313.39     446.70      71.03   13056   1 explorer
     92   124.61     170.88      17.58    5168   0 ExpressVPN.AppService
     61    48.56      82.86       2.39   25348   1 ExpressVPN.BrowserHelper
     67    51.34      89.86       4.31    4692   0 ExpressVPN.SystemService
     59    44.57      81.38       3.80    4668   0 ExpressVPN.VpnService
     64    43.22      75.07       4.41   12408   1 ExpressVPNNotificationService
     12     1.83      11.77       0.12    9144   0 extensionCardHal_x86
     17    10.10      32.21       0.94   30036   1 FileCoAuth
     18     4.78      27.23       0.08    9572   0 FileSyncHelper
      8     1.93       5.66       0.03    1456   0 fontdrvhost
     11     4.59      11.42       0.14    1464   1 fontdrvhost
     12     1.85       9.15       0.02    4660   0 GameSDK
     26     9.34      46.48       8.06    8300   0 gamingservices
     15    12.21      14.15       0.08    8812   0 gamingservicesnet
     18     4.76      23.73       0.50    4652   0 HPPrintScanDoctorService
    148   260.22     288.98     115.06   10980   1 iCUE
     15     3.24      18.14       0.09    1980   0 iCUEUpdateService
      0     0.06       0.01       0.00       0   0 Idle
     24    19.06       2.95       0.31   25820   0 IntelSoftwareAssetManagerService
     42    39.82      63.47      68.91    4800   0 LightingService
     28    10.95      36.41      15.95    1228   0 lsass
      0     0.04       0.00       0.02    2744   0 Memory Compression
     18     7.40      29.88       0.31   19124   0 MidiSrv
     20     9.90      33.38       0.66   19856   0 MoUsoCoreWorker
     17    12.54      28.98       0.72    4620   0 MpDefenderCoreService
     25   124.38     157.33       2.12    4156   1 msedge
     11     2.54       9.75       0.03    9792   1 msedge
     12     9.38      20.11       0.08   12424   1 msedge
     32    75.69     123.16       1.30   19020   1 msedge
     26    84.68     107.09       0.16   29716   1 msedge
     19    18.56      33.48       0.06   30240   1 msedge
     37    71.95      68.60       0.62   30868   1 msedge
     25    16.66      44.68       0.42   31140   1 msedge
     63    99.85     208.63       4.22   31568   1 msedge
     53    45.52     128.26       2.30   14672   1 msedgewebview2
     10     2.48       9.60       0.03   16012   1 msedgewebview2
     30    59.55     106.11       1.41   17004   1 msedgewebview2
     21    15.70      42.77       0.53   17180   1 msedgewebview2
     38    77.76      78.88       1.56   17192   1 msedgewebview2
     11     9.48      20.74       0.09   17284   1 msedgewebview2
    248   356.45     314.03     201.30    4676   0 MsMpEng
     12     5.08      15.52       1.22   13076   0 NisSrv
     22    55.38       4.04      21.58    6244   1 NoiseCancelingEngine
     43    79.96      96.75       4.67    8544   1 notepad++
     27    12.78      43.26       0.84    4396   0 nvcontainer
     27    12.47      45.04       1.66    9304   1 nvcontainer
     53    60.74     100.69      21.75    9312   1 nvcontainer
     20     8.83      35.81       3.81   11372   1 nvcontainer
     25    31.09      60.65      27.84    2268   0 NVDisplay.Container
     31    34.54      68.07       3.31    5108   1 NVDisplay.Container
     17     9.01      23.32       0.27   10804   1 NVIDIA Overlay
     64   164.16     188.49       8.86   13804   1 NVIDIA Overlay
     33   123.64      75.75       4.77   15032   1 NVIDIA Overlay
     23    11.50      36.92       1.39   15344   1 NVIDIA Overlay
     32    48.25      89.83       1.66   16336   1 NVIDIA Overlay
     14     3.19      17.39       8.34   13752   1 nvsphelper64
     27    38.11      74.59       1.06    4844   0 OfficeClickToRun
     80   145.33     201.83      13.52   21432   1 OneDrive
     10     2.38      11.38       0.41   22280   1 OpenConsole
     13     1.57      10.79       1.62   26548   1 PBN
    114   295.27     390.31      20.09   22216   1 pwsh
     93    49.20     135.17       5.02   26420   1 pwsh
     29    12.01      54.95       1.97     224   0 Registry
     32    12.53      41.86       3.08    4636   0 ROGLiveService
     35    16.96      69.84       1.73   15252   1 RuntimeBroker
     11     2.42      14.22       0.02   16504   1 RuntimeBroker
     11     2.48      14.32       0.03   23392   1 RuntimeBroker
     16     4.97      30.64       0.17   25388   1 RuntimeBroker
     14     3.12      23.62       0.14   26196   1 RuntimeBroker
     55   103.99     159.25       3.23   14840   1 SearchHost
     20    19.57      40.41      14.05    9424   0 SearchIndexer
     21     7.88      25.62       0.67   17672   0 SecurityHealthService
     11     2.12      13.56       0.08   13616   1 SecurityHealthSystray
     18     7.06      21.25       4.27    1164   0 services
     34    61.89      91.12       0.62   16564   1 ShellExperienceHost
     25    57.20      62.27       0.34   13284   1 ShellHost
     48    96.62     123.20       0.91   31216   1 ShellHost
     34   179.04     136.39       2.59    1176   1 Signal
     17    12.94      56.16       0.25   12872   1 Signal
     42   206.21     229.85       3.20   21152   1 Signal
     74   262.80     254.81      13.91   21316   1 Signal
     24     8.34      53.00       7.00    1036   1 sihost
     43   300.42     365.11      12.73    2860   1 Slack
     32    78.65     104.82       2.88    5260   1 Slack
     21    15.39      63.52       1.89   24540   1 Slack
     12    10.85      43.05       0.03   25440   1 Slack
     51   107.38     156.25       9.42   25476   1 Slack
     15    11.64      92.73       0.25   26200   1 Slack
     26    66.93     123.73       1.98   26208   1 Slack
      4     1.27       1.75       2.89     780   0 smss
     28    10.14      34.93       0.36    3444   0 spoolsv
     38   254.04     323.12       9.48    3572   1 Spotify
     91   217.12     330.51      33.64    8364   1 Spotify
     13     2.81      12.83       0.03   16492   1 Spotify
     18    19.11      29.08       0.55   16664   1 Spotify
     32    25.93      54.11       2.55   16716   1 Spotify
     41   106.95      92.27       3.22   16972   1 Spotify
     18    70.12      87.64       1.53   19660   1 Spotify
     55   116.80     174.98       3.45   14860   1 StartMenuExperienceHost
     96    99.58     131.11      34.39   14368   1 steam
     16     6.88      18.68       2.39    1984   0 steamservice
     22    11.84      34.04       1.77    3904   1 steamwebhelper
     54    48.19     168.10      25.36   11364   1 steamwebhelper
     31   360.30     393.08       6.72   16780   1 steamwebhelper
     13     7.85      15.29       0.08   18324   1 steamwebhelper
     36   107.55      88.77       4.08   19476   1 steamwebhelper
     14    10.92      23.18       0.44   19952   1 steamwebhelper
     27    56.71      97.67       2.02   21468   1 steamwebhelper
     25    29.57      46.18       0.47    4376   0 SurSvc
     18     6.71      18.16       0.95    1088   0 svchost
     39     7.26      13.35       0.53    1240   0 svchost
      8     1.33       7.36       0.02    1252   0 svchost
     10     2.29      15.68       0.19    1312   0 svchost
     30    11.17      37.83       5.44    1396   0 svchost
     21     9.83      20.48      15.45    1428   0 svchost
     30     5.30      23.94       0.69    1556   0 svchost
     15     3.54      14.67       0.52    1584   0 svchost
     14     3.00      14.32       0.16    1856   0 svchost
     15     1.68       8.04       0.06    1896   0 svchost
     15     3.58      16.70       0.17    1948   0 svchost
     11     2.39      14.11       0.20    2028   0 svchost
     12     7.36      18.21       2.84    2084   0 svchost
     23     6.25      22.25       2.08    2104   0 svchost
     13     3.54      22.36       1.45    2152   0 svchost
      7     1.66       8.43       0.16    2388   0 svchost
     14    16.00      21.95       3.22    2488   0 svchost
     17     3.78      12.73       8.08    2512   0 svchost
     14     2.71      16.98       0.80    2564   0 svchost
      8     1.34       7.88       0.09    2612   0 svchost
     13     2.54      19.08       4.91    2620   0 svchost
     10     1.98      10.94       0.05    2628   0 svchost
     14     2.06      11.85       0.05    2784   0 svchost
     24    36.98      50.60      27.44    2880   0 svchost
     15     3.41      15.97       0.20    2900   0 svchost
     12     2.40      12.31       0.27    2908   0 svchost
     12     2.09      10.66       0.69    2924   0 svchost
     12     2.55      11.09       1.56    3024   0 svchost
     13     3.73      15.23       0.11    3044   0 svchost
     10     2.04      10.56       1.25    3112   0 svchost
     15     4.22      19.88      30.16    3168   0 svchost
     11     1.89      11.66       0.08    3200   0 svchost
     14     2.85      13.95       0.22    3332   0 svchost
     12     2.53      13.30       1.22    3340   0 svchost
     18     3.22      19.46       0.16    3388   0 svchost
      9     1.61       9.51       0.00    3496   0 svchost
     34    17.81      33.33       2.00    3592   0 svchost
     11     1.89      10.85       0.06    3688   0 svchost
     18    10.27      34.38       2.02    3748   1 svchost
     12     2.29      13.33       0.44    3820   0 svchost
     11    18.15      30.30      23.41    3876   0 svchost
      9     1.46       9.01       0.03    3980   0 svchost
      9     1.65       9.68       0.03    4144   0 svchost
     35    28.89      71.57       5.78    4196   0 svchost
     19    41.59      49.74      33.77    4204   0 svchost
     13     2.79      14.52       0.06    4216   0 svchost
      8     1.46       9.38       0.02    4232   0 svchost
     19     3.09      15.93       0.19    4240   0 svchost
     15     2.65      11.14       0.14    4248   0 svchost
     17     4.54      18.63       0.25    4256   0 svchost
     43     1.79       9.69       0.03    4268   0 svchost
     17     8.69      22.89       5.91    4276   0 svchost
     11     1.30       7.56       0.00    4284   0 svchost
     20     4.43      25.57       0.31    4304   0 svchost
     13     2.36      12.43       0.06    4876   0 svchost
     42     7.80      28.89       0.80    5540   0 svchost
     24     5.20      24.64       0.48    6080   1 svchost
     16     5.34      28.41       6.09    6532   0 svchost
     22     9.73      31.06       1.55    6716   0 svchost
     21     5.48      21.70       2.27    6848   0 svchost
     17     6.12      26.80      51.06    7128   0 svchost
     10     1.87      11.18       0.05    7336   0 svchost
     22     2.87      12.88       0.27    7408   0 svchost
     10     1.62      10.01       0.02    7416   0 svchost
     12     2.18      12.67       0.05    7424   0 svchost
     15     5.19      22.96       0.42    7616   0 svchost
     11     2.62      14.72       0.28    7640   0 svchost
     17     2.88      13.34       0.11    7716   0 svchost
      9     1.74      10.38       0.08    8288   0 svchost
     12     2.32      11.54       0.05    8392   0 svchost
     11     2.07      12.51       0.08    8488   0 svchost
      9     2.04      11.41       0.06   10544   1 svchost
     18     7.66      37.68       1.03   10892   1 svchost
      6     0.99       5.78       0.00   11228   0 svchost
     13     7.09      18.76       1.45   11408   0 svchost
     20     9.94      33.89       0.67   11608   0 svchost
     14     3.03      13.70       0.39   11828   0 svchost
     23     5.21      24.60       0.20   12620   0 svchost
     23     8.25      43.41       0.47   14160   1 svchost
     16     7.18      24.59       0.20   14196   0 svchost
     16     3.96      26.14       0.20   14632   1 svchost
     11     2.26      17.89       0.19   15512   0 svchost
     20     4.54      26.77       0.44   17652   0 svchost
     12     2.59      21.29       0.28   19996   1 svchost
     14     3.14      17.76       0.06   24228   0 svchost
     11     4.37      16.18       0.11   29132   0 svchost
     14     3.08      15.78       0.03   31352   0 svchost
      9     1.84       9.77       0.02   31644   0 svchost
      9     1.57       8.89       0.02   31664   0 svchost
      0     0.05       7.44     846.53       4   0 System
     72   153.17       2.11       3.41   24816   1 SystemSettings
     40     8.88      25.10       0.36    7004   1 taskhostw
     93   131.43     184.70       4.81   17996   1 TextInputHost
      9     1.63       9.64       0.05   10788   0 unsecapp
     10     1.96      11.69       0.06   14732   1 UserOOBEBroker
     10     2.24      11.77       0.06   26428   0 vmcompute
     13     2.56       9.09       0.12    4476   0 vmnat
     10     7.73      12.99       0.03    4612   0 vmnetdhcp
     17     3.84      13.29       0.08    5124   0 vmware-authd
     20     4.67      18.34       0.12   26588   1 vmware-tray
     14     3.07      15.32       0.38    5156   0 vmware-usbarbitrator64
     28     9.52      48.70       0.92   14916   1 Widgets
     19     5.19      25.87       0.41   15520   1 WidgetService
     38    84.51     108.65      36.72   10684   1 WindowsTerminal
     12     1.58       9.63       0.06    1040   0 wininit
     12     2.68      15.48       0.11    1144   1 winlogon
     14     2.47       9.13      12.08    4388   0 wlansrv
     14     2.08      12.13       2.88    5072   0 WmiApSrv
     22    17.23      30.35       2.39    8652   0 WmiPrvSE
     30    12.27      54.16       0.66   11736   1 XboxPcAppFT

PS C:\Users\David> Get-Process -Name chrome

 NPM(K)    PM(M)      WS(M)     CPU(s)      Id  SI ProcessName
 ------    -----      -----     ------      --  -- -----------
     27    67.96      96.90       0.45    7940   1 chrome
     33    83.76     134.54       1.09   16560   1 chrome
     32    56.21      97.77       0.64   18320   1 chrome
     32   108.22     158.27       1.89   21384   1 chrome
     19    18.25      32.96       0.08   21916   1 chrome
     23    33.49      77.96       0.31   22712   1 chrome
     24    25.89      52.93       0.34   24072   1 chrome
     50   399.34     419.72     161.72   25424   1 chrome
     23    23.96      63.37       0.16   26164   1 chrome
     54   113.20     155.45       2.56   26512   1 chrome
     97   242.72     380.57      86.91   26916   1 chrome
     11     2.43       9.64       0.03   27024   1 chrome
     32    87.80     153.46       3.05   27032   1 chrome
     33   137.96     187.65       2.20   27036   1 chrome
     70   317.12     286.68     118.22   27228   1 chrome
     41    30.40      63.28      40.95   27248   1 chrome
     15    13.78      24.67       0.55   27400   1 chrome
     47   509.61     582.22     185.34   27548   1 chrome
     25    41.30      70.03       7.55   27568   1 chrome
     27    57.20      92.92       0.95   27672   1 chrome
     31    61.79      52.94       0.38   27844   1 chrome
     18     8.96      23.20       9.45   28192   1 chrome
     36   123.45     192.46      29.86   28996   1 chrome
     28    72.43     116.02       1.28   29000   1 chrome
     32   128.69     183.68       3.55   29032   1 chrome
     26   124.62     156.18       2.72   29788   1 chrome

PS C:\Users\David> Get-Process -Name chatgpt

 NPM(K)    PM(M)      WS(M)     CPU(s)      Id  SI ProcessName
 ------    -----      -----     ------      --  -- -----------
     37   194.80     117.62       3.78    1380   1 ChatGPT
     52   128.97     176.22      12.00    9076   1 ChatGPT
     27    18.23      60.42       1.62   10812   1 ChatGPT
     12    10.67      34.91       0.02   21920   1 ChatGPT
     34   139.04     216.51       7.72   22616   1 ChatGPT

PS C:\Users\David> Get-Process -Name claude

 NPM(K)    PM(M)      WS(M)     CPU(s)      Id  SI ProcessName
 ------    -----      -----     ------      --  -- -----------
     34   157.63     142.19      17.78   13924   1 claude
     22    27.52      83.68       0.19   18968   1 claude
     35   223.01     303.89      49.23   22984   1 claude
     20    17.79      67.24       3.22   25888   1 claude
     50   135.62     173.52      15.38   28576   1 claude
     12    10.86      32.79       0.02   29124   1 claude
     23    31.52      86.81       0.14   29292   1 claude

PS C:\Users\David> Get-Process -IncludeUserName -Name claude

     WS(M)   CPU(s)      Id UserName                       ProcessName
     -----   ------      -- --------                       -----------
    142.18    17.86   13924 MITCH-GAMING\David             claude
     83.68     0.19   18968 MITCH-GAMING\David             claude
    304.29    49.34   22984 MITCH-GAMING\David             claude
     67.26     3.22   25888 MITCH-GAMING\David             claude
    173.61    15.39   28576 MITCH-GAMING\David             claude
     32.79     0.02   29124 MITCH-GAMING\David             claude
     86.82     0.14   29292 MITCH-GAMING\David             claude

PS C:\Users\David> Get-Help *invoke
PS C:\Users\David> Get-Help *Invoke
PS C:\Users\David> Get-Help *Command

Name                              Category  Module                    Synopsis
----                              --------  ------                    --------
Get-Command                       Cmdlet    Microsoft.PowerShell.Core Gets all commands.
Invoke-Command                    Cmdlet    Microsoft.PowerShell.Core Runs commands on local and remote computers.
